	label	body_text
5037	spam	Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468
5038	ham	She ran off with a younger man. we will make pretty babies together :)
5039	spam	Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.
5040	ham	O ic lol. Should play 9 doors sometime yo
5041	ham	Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...
5042	ham	We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us
5043	ham	Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.
5044	ham	Hmmm.still we dont have opener?
5045	ham	Yeah so basically any time next week you can get away from your mom &amp; get up before 3
5046	ham	"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)"
5047	ham	I will vote for wherever my heart guides me
5048	ham	With my sis lor... We juz watched italian job.
5049	ham	Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...
5050	ham	Lmao you know me so well...
5051	spam	Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
5052	ham	Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?
5053	ham	Goodnight da thangam I really miss u dear.
5054	ham	Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free
5055	ham	Geeeee ... Your internet is really bad today, eh ?
5056	spam	Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674
5057	ham	I think i am disturbing her da
5058	ham	Sorry, I'll call you  later. I am in meeting sir.
5059	ham	Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?
5060	ham	Ok i also wan 2 watch e 9 pm show...
5061	ham	I dunno lei... Like dun haf...
5062	ham	But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.
5063	ham	I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.
5064	spam	83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 
5065	ham	Talk to g and x about that
5066	ham	Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju)
5067	spam	5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
5068	ham	As in different styles?
5069	spam	WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.
5070	ham	Gud ni8 dear..slp well..take care..swt dreams..Muah..
5071	ham	I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
5072	spam	This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921
5073	ham	Well, i'm glad you didn't find it totally disagreeable ... Lol
5074	ham	Guy, no flash me now. If you go call me, call me. How madam. Take care oh.
5075	spam	Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.
5076	ham	Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.
5077	ham	"Keep ur problems in ur heart, b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD..
ham	Yeah, give me a call if you've got a minute
ham	HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS  FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,IL CALL U"""
5078	ham	Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-)
5079	ham	Aiya we discuss later lar... Pick ü up at 4 is it?
5080	ham	Hey happy birthday...
5081	ham	Sorry i missed your call. Can you please call back.
5082	ham	Omg if its not one thing its another. My cat has worms :/ when does this bad day end?
5083	ham	Good morning, im suffering from fever and dysentry ..will not be able to come to office today.
5084	ham	I wont do anything de.
5085	ham	What type of stuff do you sing?
5086	ham	St andre, virgil's cream
5087	ham	No no. I will check all rooms befor activities
5088	ham	My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...
5089	ham	Gokila is talking with you aha:)
5090	ham	Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.
5091	ham	K.k.this month kotees birthday know?
5092	ham	But i'm really really broke oh. No amount is too small even  &lt;#&gt; 
5093	ham	Sorry about that this is my mates phone and i didnt write it love Kate
5094	spam	TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!
5095	ham	Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.
5096	ham	Aight, call me once you're close
5097	ham	Nope thats fine. I might have a nap tho! 
5098	spam	This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com
5099	ham	In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ
5100	ham	"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"
5101	ham	I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
5102	ham	Ding me on ya break fassyole! Blacko from londn
5103	ham	I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA
5104	ham	The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL
5105	ham	Oh you got many responsibilities.
5106	spam	You have 1 new message. Please call 08715205273
5107	ham	I've reached sch already...
5108	spam	December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 
5109	ham	U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?
5110	ham	Argh why the fuck is nobody in town ;_;
5111	spam	Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.
5112	ham	Thanks. Fills me with complete calm and reassurance! 
5113	ham	Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....
5114	ham	Are you driving or training?
5115	ham	Lol for real. She told my dad I have cancer
5116	spam	PRIVATE! Your 2003 Account Statement for 078
5117	ham	Oops I did have it,  &lt;#&gt; ?
5118	ham	NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?
5119	ham	Hi Chikku, send some nice msgs
5120	ham	He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary
5121	ham	After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...
5122	ham	To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola
5123	ham	Cuz ibored. And don wanna study
5124	ham	Wot about on wed nite I am 3 then but only til 9!
5125	ham	Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....
5126	ham	Any way where are you and what doing.
5127	ham	That sucks. I'll go over so u can do my hair. You'll do it free right?
5128	ham	it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; 
5129	ham	Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.
5130	ham	Sday only joined.so training we started today:)
5131	ham	Sorry * was at the grocers.
5132	ham	There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?
5133	spam	YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins
5134	ham	Yup... I havent been there before... You want to go for the yoga? I can call up to book 
5135	ham	Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.
5136	ham	Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.
5137	spam	FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
5138	ham	Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.
5139	ham	Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate
5140	ham	I'm in office now da:)where are you?
5141	ham	Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...
5142	ham	Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.
5143	spam	Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
5144	ham	K..then come wenever u lik to come and also tel vikky to come by getting free time..:-)
5145	ham	Pls call me da. What happen.
5146	ham	Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)
5147	ham	No problem with the renewal. I.ll do it right away but i dont know his details.
5148	ham	Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.
5149	ham	Haven't left yet so probably gonna be here til dinner
5150	ham	Like  &lt;#&gt; , same question
5151	ham	MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY
5152	ham	Sir, I need Velusamy sir's date of birth and company bank facilities details.
5153	ham	K k:) sms chat with me.
5154	ham	I will come with karnan car. Please wait till 6pm will directly goto doctor.
5155	ham	No but the bluray player can
5156	ham	Ok... Then r we meeting later?
5157	ham	Lol no. I just need to cash in my nitros. Hurry come on before I crash out!
5158	ham	Just send a text. We'll skype later.
5159	ham	Ok leave no need to ask
5160	spam	Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p
5161	ham	Ü still got lessons?  Ü in sch?
5162	ham	Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.
5163	ham	Oh did you charge camera
5164	ham	I‘ve got some salt, you can rub it in my open wounds if you like!
5165	ham	Now i'm going for lunch.
5166	ham	I'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.
5167	ham	Oh k. . I will come tomorrow
5168	ham	Aight, text me tonight and we'll see what's up
5169	ham	U 2.
5170	ham	Water logging in desert. Geoenvironmental implications.
5171	ham	Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
5172	ham	Company is very good.environment is terrific and food is really nice:)
5173	ham	Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u 
5174	spam	SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!
5175	ham	Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please 
5176	ham	Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*
5177	ham	K sure am in my relatives home. Sms me de. Pls:-)
5178	ham	I sent them. Do you like?
5179	ham	Fuuuuck I need to stop sleepin, sup
5180	ham	I'm in town now so i'll jus take mrt down later.
5181	ham	I just cooked a rather nice salmon a la you
5182	ham	I uploaded mine to Facebook
5183	ham	WHAT TIME U WRKIN?
5184	ham	Okie
5185	spam	ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
5186	spam	Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP
5187	ham	Sorry, I'll call later
5188	ham	Oh oh... Den muz change plan liao... Go back have to yan jiu again...
5189	ham	It's wylie, you in tampa or sarasota?
5190	ham	Ok... Take ur time n enjoy ur dinner...
5191	ham	Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.
5192	spam	Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic 
5193	ham	I like cheap! But i‘m happy to splash out on the wine if it makes you feel better..
5194	ham	She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.
5195	ham	Ugh my leg hurts. Musta overdid it on mon.
5196	spam	Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk
5197	spam	YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins
5198	ham	WOT STUDENT DISCOUNT CAN U GET ON BOOKS?
5199	ham	Me fine..absolutly fine
5200	ham	How come she can get it? Should b quite diff to guess rite...
5201	spam	Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt
5202	ham	I will reach ur home in  &lt;#&gt;  minutes
5203	ham	Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !
5204	ham	Hi.what you think about match?
5205	ham	I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop
5206	ham	Dai i downloaded but there is only exe file which i can only run that exe after installing.
5207	ham	It is only yesterday true true.
5208	ham	K.k.how is your business now?
5209	ham	3 pa but not selected.
5210	spam	Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
5211	ham	I keep ten rs in my shelf:) buy two egg.
5212	ham	I am late. I will be there at
5213	ham	Well thats nice. Too bad i cant eat it
5214	ham	I accidentally brought em home in the box
5215	ham	Pls she needs to dat slowly or she will vomit more.
5216	ham	I have to take exam with in march 3
5217	ham	Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)
5218	ham	5 nights...We nt staying at port step liao...Too ex
5219	ham	If I die I want u to have all my stuffs.
5220	ham	OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX
5221	ham	Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
5222	ham	Prabha..i'm soryda..realy..frm heart i'm sory
5223	ham	I re-met alex nichols from middle school and it turns out he's dealing!
5224	spam	PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04
5225	ham	It means u could not keep ur words.
5226	ham	Nope, I'm still in the market
5227	ham	I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day
5228	spam	YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
5229	ham	Hey what how about your project. Started aha da.
5230	ham	Ok cool. See ya then.
5231	ham	Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?
5232	ham	Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
5233	spam	Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch 
5234	ham	Yeah I can still give you a ride
5235	ham	Jay wants to work out first, how's 4 sound?
5236	ham	Gud gud..k, chikku tke care.. sleep well gud nyt
5237	ham	Its a part of checking IQ
5238	ham	Hmm thinking lor...
5239	ham	Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*
5240	ham	thanks for the temales it was wonderful. Thank. Have a great week.
5241	ham	Thank you princess! I want to see your nice juicy booty...
5242	ham	Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.
5243	ham	Gud ni8 dear..slp well..take care..swt dreams..Muah..
5244	ham	U come n search tat vid..not finishd..
5245	ham	K I'm leaving soon, be there a little after 9
5246	spam	Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+
5247	ham	Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!
5248	ham	You do your studies alone without anyones help. If you cant no need to study.
5249	ham	Please tell me not all of my car keys are in your purse
5250	ham	I didnt get anything da
5251	ham	Ok... Sweet dreams...
5252	ham	Well she's in for a big surprise!
5253	ham	As usual..iam fine, happy &amp; doing well..:)
5254	ham	1 in cbe. 2 in chennai.
5255	ham	Can help u swoop by picking u up from wherever ur other birds r meeting if u want.
5256	ham	If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .
5257	ham	I absolutely LOVE South Park! I only recently started watching the office.
5258	ham	Did you see that film:)
5259	ham	Pls speak with me. I wont ask anything other then you friendship.
5260	ham	"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
5261	ham	Gud ni8.swt drms.take care
5262	ham	HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN
5263	ham	Anything lar then ü not going home 4 dinner?
5264	ham	ER, ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx
5265	spam	If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy 
5266	ham	Did u fix the teeth?if not do it asap.ok take care.
5267	ham	So u wan 2 come for our dinner tonight a not?
5268	ham	Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!
5269	ham	Its too late:)but its k.wish you the same.
5270	ham	Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.
5271	ham	Oh yeah clearly it's my fault
5272	ham	Dunno leh cant remember mayb lor. So wat time r we meeting tmr?
5273	ham	Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...
5274	spam	URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm
5275	ham	"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG""."
5276	ham	Vikky, come around  &lt;TIME&gt; ..
5277	ham	And how you will do that, princess? :)
5278	ham	I have gone into get info bt dont know what to do
5279	ham	Yeah, probably here for a while
5280	ham	Sent me ur email id soon
5281	spam	URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18
5282	ham	I'm still pretty weak today .. Bad day ?
5283	ham	Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...
5284	ham	An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-)
5285	ham	Hey! Congrats 2u2. id luv 2 but ive had 2 go home!
5286	ham	Dear where you. Call me
5287	ham	Xy trying smth now. U eat already? We havent...
5288	spam	Urgent! Please call 09061213237 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+
5289	ham	I donno its in your genes or something
5290	spam	XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription 
5291	ham	Alex says he's not ok with you not being ok with it
5292	ham	Are u coming to the funeral home
5293	ham	My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care
5294	ham	I.ll hand her my phone to chat wit u
5295	ham	Well good morning mr . Hows london treatin' ya treacle?
5296	ham	I can't make it tonight
5297	ham	At WHAT TIME should i come tomorrow
5298	ham	About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.
5299	ham	I can. But it will tell quite long, cos i haven't finish my film yet...
5300	ham	Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.
5301	ham	Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?
5302	ham	Ill be at yours in about 3 mins but look out for me
5303	ham	What you did in  leave.
5304	ham	I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now
5305	ham	Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x
5306	ham	yeah, that's what I was thinking
5307	ham	K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1
5308	ham	Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...
5309	ham	My sister going to earn more than me da.
5310	spam	Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50
5311	ham	Hahaha..use your brain dear
5312	ham	Jus finish watching tv... U?
5313	ham	K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else
5314	ham	Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*
5315	ham	Kothi print out marandratha.
5316	ham	But we havent got da topic yet rite?
5317	ham	Ok no problem... Yup i'm going to sch at 4 if i rem correctly...
5318	ham	Thanks, I'll keep that in mind
5319	ham	Aah bless! How's your arm?
5320	ham	Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.
5321	ham	Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)
5322	ham	What makes you most happy?
5323	ham	Wishing you a wonderful week.
5324	ham	Sweet heart how are you?
5325	ham	Sir, waiting for your letter.
5326	ham	Dude im no longer a pisces. Im an aquarius now.
5327	ham	X course it 2yrs. Just so her messages on messenger lik you r sending me
5328	ham	I think steyn surely get one wicket:)
5329	ham	Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols
5330	ham	Garbage bags, eggs, jam, bread, hannaford wheat chex
5331	ham	No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.
5332	ham	Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.
5333	ham	My birthday is on feb  &lt;#&gt;  da. .
5334	ham	So when do you wanna gym?
5335	ham	You'd like that wouldn't you? Jerk!
5336	ham	Are u awake? Is there snow there?
5337	ham	And of course you should make a stink!
5338	spam	u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020
5339	ham	No go. No openings for that room 'til after thanksgiving without an upcharge.
5340	ham	When you guys planning on coming over?
5341	ham	Wat ü doing now?
5342	ham	My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!
5343	ham	No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.
5344	ham	Do I? I thought I put it back in the box
5345	ham	I'm home...
5346	ham	No one interested. May be some business plan.
5347	ham	Yup it's at paragon... I havent decided whether 2 cut yet... Hee...
5348	ham	Good morning princess! Have a great day!
5349	ham	Guai... Ü shd haf seen him when he's naughty... Ü so free today? Can go jogging...
5350	ham	Aiyo cos i sms ü then ü neva reply so i wait 4 ü to reply lar. I tot ü havent finish ur lab wat.
5351	ham	Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)
5352	ham	Tell me something. Thats okay.
5353	ham	Ok
5354	ham	Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow
5355	ham	This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...
5356	ham	Hey, iouri gave me your number, I'm wylie, ryan's friend
5357	ham	Yep get with the program. You're slacking.
5358	ham	I'm in inside office..still filling forms.don know when they leave me.
5359	ham	I think your mentor is , but not 100 percent sure.
5360	spam	Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate)
5361	spam	Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
5362	spam	A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611
5363	ham	Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates
5364	spam	IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!
5365	ham	Hi mom we might be back later than  &lt;#&gt; 
5366	spam	dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?
5367	ham	Lol, oh you got a friend for the dog ?
5368	ham	Ok., is any problem to u frm him? Wats matter?
5369	ham	K I'll head out in a few mins, see you there
5370	ham	Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
5371	ham	I cant pick the phone right now. Pls send a message
5372	ham	I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.
5373	spam	The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270
5374	spam	Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022
5375	ham	Somebody set up a website where you can play hold em using eve online spacebucks
5376	ham	Its sunny in california. The weather's just cool
5377	spam	You have 1 new message. Call 0207-083-6089
