body_text,body_len,punct%
U reach orchard already? U wan 2 go buy tickets first?,44,4.5
You best watch what you say cause I get drunk as a motherfucker,51,0.0
"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",133,6.0
Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,153,27.500000000000004
here is my new address -apples&pairs&all that malarky,46,6.5
"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm",81,13.600000000000001
I HAVE A DATE ON SUNDAY WITH WILL!!,28,7.1
And pls pls drink plenty plenty water,31,0.0
"How long has it been since you screamed, princess?",42,4.8
WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,132,4.5
She went to attend another two rounds today..but still did't reach home..,62,8.1
"Gosh that , what a pain. Spose I better come then.",40,7.5
"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",136,7.3999999999999995
Meeting u is my work. . . Tel me when shall i do my work tomorrow,50,6.0
"That‘s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",99,4.0
I asked you to call him now ok,23,0.0
Well. Im computerless. Time to make some oreo truffles,46,4.3
Crucify is c not s. You should have told me earlier.,42,4.8
Did you stitch his trouser,22,0.0
Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),120,5.800000000000001
Hey... are you going to quit soon? Xuhui and i working till end of the month ,61,6.6000000000000005
True. Its easier with her here.,26,7.7
I dont want to hear anything,23,0.0
You all ready for * big day tomorrow?,30,6.7
I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.,95,6.3
That day you asked about anand number. Why:-),38,10.5
Nope i'm not drivin... I neva develop da photos lei...,45,15.6
"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",121,5.0
Why nothing. Ok anyway give me treat,30,3.3000000000000003
Ugh just got outta class,20,0.0
How long does it take to get it.,25,4.0
I uploaded mine to Facebook,23,0.0
Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,127,2.4
Shhhhh nobody is supposed to know!,29,3.4000000000000004
Are you willing to go for apps class.,30,3.3000000000000003
Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...,102,12.7
But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,123,2.4
"Sorry, I'll call later",19,10.5
i dnt wnt to tlk wid u,16,0.0
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,124,1.6
"I'm home, my love ... If your still awake ... *loving kiss*",48,20.8
I'm putting it on now. It should be ready for  &lt;TIME&gt; ,48,12.5
No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:),87,10.299999999999999
"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",117,15.4
Ü dun need to pick ur gf?,19,5.3
"* Was really good to see you the other day dudette, been missing you!",56,5.4
Or ill be a little closer like at the bus stop on the same street,51,0.0
Finished class where are you.,25,4.0
Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,79,6.3
"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",106,1.9
I know you mood off today,20,0.0
K k pa Had your lunch aha.,20,5.0
K..k:)how much does it cost?,24,20.8
Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,111,0.8999999999999999
"Sorry, I'll call later",19,10.5
I want to go to perumbavoor,22,0.0
No but the bluray player can,23,0.0
I can take you at like noon,21,0.0
Noooooooo please. Last thing I need is stress. For once in your life be fair.,63,4.8
Am going to take bath ill place the key in window:-),42,7.1
Yay can't wait to party together!,28,7.1
Oh is it! Which brand?,18,11.1
You are gorgeous! keep those pix cumming :) thank you!,45,8.9
Depends on where u going lor.,24,4.2
It shall be fine. I have avalarr now. Will hollalater,44,4.5
I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,92,5.4
I'm on the bus. Love you,19,10.5
Wat uniform? In where get?,22,9.1
"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit",69,4.3
Mine here like all fr china then so noisy.,34,2.9000000000000004
"Sorry, I'll call later",19,10.5
URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50,126,4.8
Jay says that you're a double-faggot,31,6.5
Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,86,5.800000000000001
Probably gonna swing by in a wee bit,29,0.0
Jos ask if u wana meet up?,20,5.0
No problem. Talk to you later,24,4.2
Oh ho. Is this the first time u use these type of words,43,2.3
"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",125,5.6000000000000005
He didn't see his shadow. We get an early spring yay,42,4.8
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",144,9.700000000000001
As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,115,5.2
Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,113,2.7
Hi Harish's rent has been transfred to ur Acnt.,39,5.1
"Get the door, I'm here",18,11.1
"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",45,6.7
I cant pick the phone right now. Pls send a message,41,2.4
Nothin comes to my mind. Ü help me buy hanger lor. Ur laptop not heavy?,57,5.3
"Miss ya, need ya, want ya, love ya.",28,14.299999999999999
Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march … ish!,111,4.5
"Awesome, that gonna be soon or later tonight?",38,5.3
Small problem in auction:)punj now asking tiwary,42,4.8
Neshanth..tel me who r u?,21,14.299999999999999
Yes! How is a pretty lady like you single?,34,5.8999999999999995
Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05,111,3.5999999999999996
Will ü b going to esplanade fr home?,29,3.4000000000000004
Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,103,17.5
U coming 2 pick me?,15,6.7
i felt so...not any conveying reason.. Ese he... What about me?,53,17.0
I had askd u a question some hours before. Its answer,43,2.3
"I dont knw pa, i just drink milk..",27,11.1
&lt;#&gt;  w jetton ave if you forgot,30,16.7
Ho ho - big belly laugh! See ya tomo,28,7.1
Lol no. Just trying to make your day a little more interesting,51,2.0
Probably earlier than that if the station's where I think it is,52,1.9
K actually can you guys meet me at the sunoco on howard? It should be right on the way,68,1.5
"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",97,3.1
"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur rents mayb interested in it, I hav 12,000pes, so around £48, tb, James.",126,7.9
Hey now am free you can call me.,25,4.0
"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123",124,4.8
Lovely smell on this bus and it ain't tobacco... ,40,10.0
Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx,66,0.0
"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",60,6.7
Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer,85,9.4
Win a £1000 cash prize or a prize worth £5000,36,0.0
Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net cost£3.75max ,134,3.0
Infact happy new year. How are you where are you when are we seeing,54,1.9
Just normal only here :),20,10.0
"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?",65,7.7
"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",53,17.0
Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,132,1.5
Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,77,7.8
I sent your maga that money yesterday oh.,34,2.9000000000000004
Nice.nice.how is it working?,25,12.0
"I can probably come by, everybody's done around  &lt;#&gt;  right?",55,14.499999999999998
"Sir, Waiting for your mail.",23,8.7
I know a few people I can hit up and fuck to the yes,39,0.0
Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,116,6.0
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",130,3.8
Havent.,7,14.299999999999999
"Response is one of d powerful weapon 2 occupy a place in others 'HEART'... So, always give response 2 who cares 4 U""... Gud night..swt dreams..take care",126,11.1
 &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,105,6.7
You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days,88,8.0
"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",134,6.7
"I don't have anybody's number, I still haven't thought up a tactful way to ask alex",68,5.8999999999999995
Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL,129,4.7
I dont thnk its a wrong calling between us,34,0.0
What does the dance river do?,24,4.2
"Oh... Icic... K lor, den meet other day...",35,28.599999999999998
Oh god i am happy to see your message after 3 days,39,0.0
I have no money 4 steve mate! !,24,8.3
You do got a shitload of diamonds though,33,0.0
Wewa is 130. Iriver 255. All 128 mb.,29,10.299999999999999
"Whatever, juliana. Do whatever you want.",35,8.6
"Not yet chikku..going to room nw, i'm in bus..",38,15.8
Hey you around? I've got enough for a half + the ten I owe you,48,6.2
Hows that watch resizing,21,0.0
Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,96,12.5
HELLO PEACH! MY CAKE TASTS LUSH!,27,7.3999999999999995
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate ",124,5.6000000000000005
**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,137,5.800000000000001
Aight what time you want me to come up?,31,3.2
Morning only i can ok.,18,5.6000000000000005
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,121,2.5
Can u get pic msgs to your phone?,26,3.8
"Sorry, I'll call later",19,10.5
I like dis sweater fr mango but no more my size already so irritating.,57,1.7999999999999998
I was just callin to say hi. Take care bruv!,35,5.7
Just sleeping..and surfing,24,8.3
"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",129,5.4
Normally i use to drink more water daily:),35,5.7
"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now...",56,14.299999999999999
"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",143,2.1
How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..,491,27.1
Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out,130,3.8
Moji i love you more than words. Have a rich day,38,2.6
Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.,66,6.1
Ok... Then r we meeting later?,25,16.0
Hope you are having a good week. Just checking in,40,2.5
Oh is it? Send me the address,23,4.3
I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,96,3.1
Me fine..absolutly fine,21,9.5
"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!",127,9.4
"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",121,5.0
i can call in  &lt;#&gt;  min if thats ok,31,16.1
Urgent Please call 09066612661 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ “,128,6.2
Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,106,2.8000000000000003
Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,103,4.9
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,130,3.8
I dont thnk its a wrong calling between us,34,0.0
"Goodmorning, today i am late for  &lt;DECIMAL&gt; min.",46,13.0
Not directly behind... Abt 4 rows behind ü...,38,15.8
Good. do you think you could send me some pix? I would love to see your top and bottom...,71,7.000000000000001
Headin towards busetop,20,0.0
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,130,3.1
Oh k. . I will come tomorrow,22,9.1
Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. ,91,4.3999999999999995
"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their ""suppliers"", just as a shop has to give a guarantee on what they sell. B. G.",127,6.3
"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",128,6.2
"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",127,7.9
Yes. Nigh you cant aha.,19,10.5
How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,114,5.3
Hey company elama po mudyadhu.,26,3.8
Bring it if you got it,17,0.0
sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,112,1.7999999999999998
S but not able to sleep.,19,5.3
May i call You later Pls,19,0.0
"Hi Chikku, send some nice msgs",25,4.0
Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice,57,12.3
"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",192,5.2
"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",130,6.2
I cant pick the phone right now. Pls send a message,41,2.4
Are you comingdown later?,22,4.5
What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,88,5.7
I‘m parked next to a MINI!!!! When are you coming in today do you think?,58,8.6
The new deus ex game comin early next yr,32,0.0
Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,82,1.2
I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,268,3.4000000000000004
Sir send to group mail check it.,26,3.8
Oh all have to come ah?,18,5.6000000000000005
No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,104,1.0
"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",123,5.7
"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",74,4.1000000000000005
That's one of the issues but california is okay. No snow so its manageable,61,3.3000000000000003
Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü?,69,10.100000000000001
"Just arrived, see you in a couple days &lt;3",36,8.3
4 oclock at mine. Just to bash out a flat plan.,37,5.4
You said not now. No problem. When you can. Let me know.,45,8.9
"Uncle G, just checking up on you. Do have a rewarding month",48,4.2
"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",53,13.200000000000001
Not a drop in the tank,17,0.0
3. You have received your mobile content. Enjoy,40,5.0
"SMS. ac sun0819 posts HELLO:""You seem cool, wanted to say hi. HI!!!"" Stop? Send STOP to 62468",77,13.0
You are a very very very very bad girl. Or lady.,38,5.3
Oh ok no prob..,12,16.7
"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",111,9.9
"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?",64,6.2
"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",121,3.3000000000000003
Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:),100,10.0
Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,132,3.8
"That's fine, have him give me a call if he knows what he wants or has any questions",66,3.0
"You can stop further club tones by replying ""STOP MIX"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)",130,10.8
"No, I decided that only people who care about stuff vote and caring about stuff is for losers",76,1.3
If you were/are free i can give. Otherwise nalla adi entey nattil kittum,60,3.3000000000000003
"Nope. Since ayo travelled, he has forgotten his guy",43,4.7
Just finished. Missing you plenty,29,3.4000000000000004
"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",57,8.799999999999999
"Well, I was about to give up cos they all said no they didn‘t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?",153,2.6
What your plan for pongal?,22,4.5
Aiyo cos i sms ü then ü neva reply so i wait 4 ü to reply lar. I tot ü havent finish ur lab wat.,72,2.8000000000000003
Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.,57,3.5000000000000004
"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p ",114,3.5000000000000004
Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,84,3.5999999999999996
Can ü send me a copy of da report?,26,3.8
You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,198,7.6
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",135,11.1
I keep ten rs in my shelf:) buy two egg.,31,9.700000000000001
Ok k..sry i knw 2 siva..tats y i askd..,31,19.400000000000002
Lara said she can loan me  &lt;#&gt; .,30,20.0
No no. I will check all rooms befor activities,38,2.6
So do you have samus shoulders yet,28,0.0
Hey. You got any mail?,18,11.1
Ok i also wan 2 watch e 9 pm show...,27,11.1
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,123,5.7
K..k..i'm also fine:)when will you complete the course?,48,16.7
What's the significance?,22,9.1
"Okay, good, no problem, and thanx!",29,13.8
But i'll b going 2 sch on mon. My sis need 2 take smth.,42,7.1
"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola",90,4.3999999999999995
it to 80488. Your 500 free text messages are valid until 31 December 2005.,61,3.3000000000000003
Oh k.i think most of wi and nz players unsold.,37,5.4
"Thursday night? Yeah, sure thing, we'll work it out then",47,8.5
Just hopeing that wasn‘t too pissed up to remember and has gone off to his sisters or something!,79,1.3
Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,121,2.5
Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,77,5.2
If i not meeting ü all rite then i'll go home lor. If ü dun feel like comin it's ok.,65,6.2
I'm in office now da:)where are you?,30,13.3
I'm fine. Hope you are also,22,9.1
Well boy am I glad G wasted all night at applebees for nothing,50,0.0
Where to get those?,16,6.2
"HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON, CALL 2MWEN IM BK FRMCLOUD 9! J X",123,8.1
"Good! No, don‘t need any receipts—well done! (…) Yes, please tell . What‘s her number, i could ring her",85,9.4
"That means you got an A in epi, she.s fine. She.s here now.",47,10.6
Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748,98,9.2
"Sorry, I'll call later",19,10.5
Nice talking to you! please dont forget my pix :) i want to see all of you...,61,9.8
Ok... U enjoy ur shows...,21,28.599999999999998
HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX,67,1.5
Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  ,79,3.8
I.ll get there tomorrow and send it to you,34,2.9000000000000004
Hello- thanx for taking that call. I got a job! Starts on monday!,53,7.5
Yun buying... But school got offer 2000 plus only...,44,13.600000000000001
My exam is for february 4. Wish you a great day.,38,5.3
"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.",90,6.7
"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",123,5.7
Do you want bold 2 or bb torch,23,0.0
Lolnice. I went from a fish to ..water.?,33,15.2
Hahaha..use your brain dear,24,8.3
"It could work, we'll reach a consensus at the next meeting",48,4.2
"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",66,16.7
We left already we at orchard now.,28,3.5999999999999996
First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,154,4.5
"A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""....",110,7.3
After completed degree. There is no use in joining finance.,50,4.0
Prakesh is there know.,19,5.3
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,130,3.8
Don know..he is watching film in computer..,37,10.8
You have 1 new voicemail. Please call 08719181503,42,2.4
Shant disturb u anymore... Jia you...,32,18.8
Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,275,9.8
"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",101,2.0
Package all your programs well,26,0.0
Welp apparently he retired,23,0.0
Maybe you should find something else to do instead???,45,6.7
Boo what time u get out? U were supposed to take me shopping today. :(,56,7.1
Thanks for looking out for me. I really appreciate.,43,4.7
You sure your neighbors didnt pick it up,33,0.0
Ü still got lessons?  Ü in sch?,24,8.3
This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,111,5.4
Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,88,2.3
No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.,93,4.3
Once free call me sir. I am waiting for you.,35,5.7
How come?,8,12.5
"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",128,7.8
"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",224,13.4
He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes,126,0.8
"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. ",113,7.1
Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.,88,3.4000000000000004
"Haha I heard that, text me when you're around",37,5.4
goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,117,10.299999999999999
Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,70,4.3
Ard 4 lor...,10,30.0
Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,115,0.8999999999999999
cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,94,7.3999999999999995
S'fine. Anytime. All the best with it.,32,12.5
Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?,67,16.400000000000002
Who u talking about?,17,5.8999999999999995
So what about you. What do you remember,32,3.1
How are you doing. How's the queen. Are you going for the royal wedding,58,5.2
Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,99,11.1
I'm at work. Please call,20,10.0
"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade",109,1.7999999999999998
Did you try making another butt.,27,3.6999999999999997
Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,131,3.1
I'm going out to buy mum's present ar.,31,9.700000000000001
Haha... dont be angry with yourself... Take it as a practice for the real thing. =) ,68,13.200000000000001
I'm fine. Hope you are good. Do take care.,34,11.799999999999999
Thanks chikku..:-) gud nyt:-*,26,30.8
Long beach lor. Expected... U having dinner now?,41,12.2
Love it! The girls at the office may wonder why you are smiling but sore...,61,6.6000000000000005
Yes but I don't care cause I know its there!,35,5.7
Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890£1.50 per msg,126,4.0
have you ever had one foot before?,28,3.5999999999999996
U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,74,2.7
